debug: Token file: ./pytorch.token
debug: Read dummy DCAP token
debug: enclave created:
debug:     base:           0x0000000000000000
debug:     size:           0x0000000400000000
debug:     misc_select:    0x00000000
debug:     attr.flags:     0x0000000000000005
debug:     attr.xfrm:      0x00000000000000e7
debug:     ssa_frame_size: 4
debug:     isv_prod_id:    0x00000000
debug:     isv_svn:        0x00000000
debug: adding pages to enclave: 0x3ffc44000-0x400000000 [REG:R--] (manifest) measured
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/__init__.py", 0x1da039c60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/__init__.py", 0x1da03a460) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/__pycache__/__init__.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03a1b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03a210) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03a560) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171e0b3d0, 0xbb) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0xba
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171e0b48a, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils", 0x1da03a490) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils", 0x1da03a100) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils", O_RDONLY|0x90800, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_newfstatat(3, "", 0x1da03a6b0, 4096) = 0x0
[P1:T1:python3.8] trace: ---- shim_getdents64(3, 0x171b16480, 0x8000) = 0xe0
[P1:T1:python3.8] trace: ---- shim_getdents64(3, 0x171b16480, 0x8000) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/common.py", 0x1da03a4c0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/common.py", 0x1da03acc0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/__pycache__/common.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03aa10) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03aa70) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03adc0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b18480, 0x9f6) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x9f5
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b18e75, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/fileloader.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/fileloader.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/fileloader.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b19730, 0x824) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x823
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b19f53, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/grouping.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/grouping.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/grouping.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1a630, 0x299a) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x2999
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1cfc9, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/httpreader.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/httpreader.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/httpreader.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1e860, 0x85d) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x85c
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1f0bc, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/linereader.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/linereader.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/linereader.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1f0b0, 0x4ad) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x4ac
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1f55c, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/routeddecoder.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/routeddecoder.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/routeddecoder.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1fa60, 0xb77) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0xb76
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b205d6, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/decoder.py", 0x1da03a4c0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/decoder.py", 0x1da03acc0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/utils/__pycache__/decoder.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03aa10) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03aa70) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03adc0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b1ff00, 0x2136) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x2135
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b22035, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/selecting.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/selecting.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/selecting.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b230b0, 0x13cb) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x13ca
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b2447a, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/lib-dynload", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/local/lib/python3.8/dist-packages", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/lib-dynload", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/local/lib/python3.8/dist-packages", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages", 0x1da03a7e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/streamreader.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/streamreader.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/streamreader.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b24680, 0x4dc) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x4db
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b24b5b, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/tararchivereader.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/tararchivereader.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/tararchivereader.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b24de0, 0xbe2) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0xbe1
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b259c1, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/ziparchivereader.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/ziparchivereader.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/ziparchivereader.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b26010, 0xb7d) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0xb7c
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b26b8c, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/utils.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/utils.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/iter/__pycache__/utils.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b27990, 0x6ae) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x6ad
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171b2803d, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes", 0x1da03c420) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/__init__.cpython-38-x86_64-linux-gnu.so", 0x1da03c100) = -2
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/__init__.abi3.so", 0x1da03c100) = -2
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/__init__.so", 0x1da03c100) = -2
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/__init__.py", 0x1da03c100) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/__init__.py", 0x1da03c900) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/__pycache__/__init__.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03c650) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03c6b0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03ca00) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171f0aa70, 0x18d) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x18c
[P1:T1:python3.8] trace: ---- shim_read(3, 0x171f0abfc, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map", 0x1da03b2b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map", 0x1da03af20) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map", 0x1da03b600) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map", O_RDONLY|0x90800, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_newfstatat(3, "", 0x1da03b4d0, 4096) = 0x0
[P1:T1:python3.8] trace: ---- shim_getdents64(3, 0x171b25be0, 0x8000) = 0xe0
[P1:T1:python3.8] trace: ---- shim_getdents64(3, 0x171b25be0, 0x8000) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/callable.py", 0x1da03b2e0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/callable.py", 0x1da03bae0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/utils/data/datapipes/map/__pycache__/callable.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03b830) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03b890) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03bbe0) = 0x0
